Customer shall not produce any of ODP Business Solutions proprietary and confidential information without ODP Business Solutions prior written consent.  ,,,,,,,,
"Upon notice to ODP Business Solutions of any request for its confidential information, Customer shall allow ODP Business Solutions to determine, in its sole discretion, ",,,,,,,,
"the relevant material to disclose, if any.  Customer shall assume all of ODP Business Solutions information provided to Customer is confidential. ",,,,,,,,
,,,,,,,,
 5/3 ,,,,,,,,
"Reporting Period: May 1, 2022 - May 1, 2023",,,,,,,,
Depot Product Code,Product Description,Wholesaler Product Code,Primary Supplier Id,Primary Supplier Name,Merch Dept,Pack Qty,UOM,Qty Sold
7016671,"TONER,REMAN,87X,BLK",CF287X CMA 87X,948980,M&A GLOBAL CARTRIDGES LLC,65-Toners/other imaging,1,EA,1
7026679,"INK,CARTRIDGE,HP,962XL,YELLOW",3JA02AN#140,3061,HP INC,14-Inkjet cartridges,1,EA,40
7060587,"INK,CARTRIDGE,HP,962XL,CYAN",3JA00AN#140,3061,HP INC,14-Inkjet cartridges,1,EA,47
7093346,"TONER,CARTRIDGE,58A,HP,BLACK",CF258A,3061,HP INC,65-Toners/other imaging,1,EA,1610
7145225,"TONER,HIGHYIELD,MICR,SECUR,BLK",1045414,1247105,A B DISTRIBUTING INC,65-Toners/other imaging,1,EA,33
7145363,"TONER,HIGHYIELD,MICR,SECURE",02-82041-001,1069337,DISTRIBUTION MANAGEMENT INC,65-Toners/other imaging,1,EA,4
716602,"PHOTOCONDUCTR,E250,350,352,450",E250X22G,6229,LEXMARK INTL INC,65-Toners/other imaging,1,EA,49
717181,"INK,HP,EXTRA HY,981Y,MAGENTA",L0R14A,3061,HP INC,14-Inkjet cartridges,1,EA,163
7206549,"TONER,HP,64A,BLACK,2PK",CC364A2PK-OD,1069337,DISTRIBUTION MANAGEMENT INC,65-Toners/other imaging,1,EA,1
723972,"TONER,REPLACE,DELL,2150,MG",200658,460088,CLOVER IMAGING GROUP LLC,65-Toners/other imaging,1,EA,2
7272776,"TONER,HP,148A,W1480A,BLK",W1480A,3061,HP INC,65-Toners/other imaging,1,EA,53
729434,"TONER,HP,657XC,LSRJET,BLK",CF470XC,419894,HP INC,65-Toners/other imaging,1,EA,49
7315653,"INK,CARTRIDGE,HP,962,COMBO,3PK",3YP00AN#140,3061,HP INC,14-Inkjet cartridges,1,EA,4
7322868,"TONER,HP,655A,3 CLR,CMY",HP655ACMY-OD,1069337,DISTRIBUTION MANAGEMENT INC,65-Toners/other imaging,3,PK,1
7418221,"INK,BROTHER,LC3037BKS,BLACK",LC3037BKS,1614,BROTHER INTL CORP,14-Inkjet cartridges,1,EA,3
748498,"CRTDG,HEWCE255A",ELI75478,100,SP RICHARDS,14-Inkjet cartridges,1,EA,1
751134,"TONER,HP,ORIGINAL,202X,BLACK",CF500X,419894,HP INC,65-Toners/other imaging,1,EA,1
752108,"INK,HP,PAGEWIDE,981A,CYAN",J3M68A,3061,HP INC,14-Inkjet cartridges,1,EA,22
753775,"INK,HP 970XL,HY,BLACK",CN625AM,3061,HP INC,14-Inkjet cartridges,1,EA,5
753820,"INK,HP 971XL,HY,CYAN",CN626AM,3061,HP INC,14-Inkjet cartridges,1,EA,5
754404,"TONER,HP 55A,BLACK",OD55AP,1005539,CLOVER IMAGING GROUP LLC,65-Toners/other imaging,1,EA,20
755836,"INK,HP 971XL,MAGENTA",CN627AM,3061,HP INC,14-Inkjet cartridges,1,EA,4
755863,"INK,HP 971XL,HY,YLW",CN628AM,3061,HP INC,14-Inkjet cartridges,1,EA,4
756706,"TONER,HP 305A,LASERJET,CYAN",HEWCE411A,100,SP RICHARDS,65-Toners/other imaging,1,EA,1
762013,HP LJ CE410XC BLK TNR CTG,CE410XC,419894,HP INC,65-Toners/other imaging,1,EA,2
762930,C266X TONER 4K-PGS YELLOW,2K1VC,455461,DELL MARKETING LP,65-Toners/other imaging,1,EA,1
762948,C266X TONER 6000-PGS BLACK,67H2T,455461,DELL MARKETING LP,65-Toners/other imaging,1,EA,1
7629944,"TONER,HP,212A,MGT",8DB712,8765,INGRAM MICRO INC,65-Toners/other imaging,1,EA,152
763101,C266X TONER 4000-PGS CYAN,TW3NN,455461,DELL MARKETING LP,65-Toners/other imaging,1,EA,3
763128,C266X TONER 4K-PGS MAGENTA,V4TG6,455461,DELL MARKETING LP,65-Toners/other imaging,1,EA,1
765172,"TONER,CRTDG,HP,LJ,CF300AC,BLK",CF300AC,419894,HP INC,65-Toners/other imaging,1,EA,42
765289,"TONER,CRTG,HP,LJ,CF301AC,CYAN",CF301AC,419894,HP INC,65-Toners/other imaging,1,EA,46
765370,"TONER,HP,LJ,CF302AC,YLW",CF302AC,419894,HP INC,65-Toners/other imaging,1,EA,24
765388,"TONER,CRTG,HP,LJ,CF303AC,MGNTA",CF303AC,419894,HP INC,65-Toners/other imaging,1,EA,23
766077,"TONER,LASER,HP,CE505A,2PK,BLK",CE505D,3061,HP INC,65-Toners/other imaging,1,EA,12
774300,"CRTDG,LSR,DELL D2150Y,YW",ELI75961,100,SP RICHARDS,65-Toners/other imaging,1,EA,1
7751744,"TONER,RPT,HP 51A,MICR",RPT200511,1009494,RPT TONER LLC,65-Toners/other imaging,1,EA,1
7753890,"TONER,RPT,HP 80A,BK",RPT200551,1009494,RPT TONER LLC,65-Toners/other imaging,1,EA,2
7763667,"TONER,RPT,HP M651/M680,BK",RPT200788,1009494,RPT TONER LLC,65-Toners/other imaging,1,EA,2
7764190,"TONER,RPT,HP M680,MG",RPT200791,1009494,RPT TONER LLC,65-Toners/other imaging,1,EA,2
7764544,"TONER,RPT,HP M880,CY",RPT200798,1009494,RPT TONER LLC,65-Toners/other imaging,1,EA,1
7764576,"TONER,RPT,HP M880,MG",RPT200799,1009494,RPT TONER LLC,65-Toners/other imaging,1,EA,1
7764626,"TONER,RPT,HP M880,YL",RPT200800,1009494,RPT TONER LLC,65-Toners/other imaging,1,EA,1
7766421,"TONER,RPT,LEX E350,HY,BK",RPT115203P,1009494,RPT TONER LLC,65-Toners/other imaging,1,EA,83
7768472,"TONER,RPT,LEX E260,BK",RPT200369P,1009494,RPT TONER LLC,65-Toners/other imaging,1,EA,5
7770176,"TONER,RPT,LEX E330,HY,BK",RPT200662P,1009494,RPT TONER LLC,65-Toners/other imaging,1,EA,27
7772523,"TONER,HP,212X,HY,CYN",W2121X,419894,HP INC,65-Toners/other imaging,1,EA,17
781692,"INK,HP,950,XL,BLACK",CN045AN#140,3061,HP INC,14-Inkjet cartridges,1,EA,3
781764,"INK,HP,951,XL,CYAN",CN046AN#140,3061,HP INC,14-Inkjet cartridges,1,EA,1
782034,"INK,HP,951,XL,MAGENTA",CN047AN#140,3061,HP INC,14-Inkjet cartridges,1,EA,1
782043,"INK,HP,951,XL,YELLOW",CN048AN#140,3061,HP INC,14-Inkjet cartridges,1,EA,1
785415,"TONER,HP,653X LJ MFP 680,YELLW",545-682-ODP,418292,IMAGE PROJECTIONS WEST INC,65-Toners/other imaging,1,EA,2
7893821,"TONER,HP655A,10.5KPG,YW",NSN6961573,100,SP RICHARDS,77-Military stores,1,EA,1
790691,"TONER,HP,653X LJ MFP 680,MGNTA",545-683-ODP,418292,IMAGE PROJECTIONS WEST INC,65-Toners/other imaging,1,EA,1
790742,727 GRAY INK CARTRIDGE 130ML,RM4532,8765,INGRAM MICRO INC,14-Inkjet cartridges,1,EA,11
790769,727 PHOTO BLACK INK CARTRIDGE,RM4531,8765,INGRAM MICRO INC,14-Inkjet cartridges,1,EA,9
790778,727 CYAN INK CARTRIDGE 130ML,RM4527,8765,INGRAM MICRO INC,14-Inkjet cartridges,1,EA,1
790826,"INK,HP,EXTRA HY,981Y,YELLOW",L0R15A,3061,HP INC,14-Inkjet cartridges,1,EA,141
793605,"INK,HP65,ORIGINAL,BLACK",N9K02AN#140,3061,HP INC,14-Inkjet cartridges,1,EA,1
796847,CITIZEN DP-600 RIBBON,11301,479663,IDENTITY GROUP,65-Toners/other imaging,1,EA,3
7981833,"TONER,CRTRDGE,HY,414X,HP,BLACK",W2020X,419894,HP INC,65-Toners/other imaging,1,EA,1
801217,HP - fuser kit,V29150,8765,INGRAM MICRO INC,65-Toners/other imaging,1,EA,7
8019213,"TONER,CARTRIDGE,HP,89A,BLACK",CF289A,419894,HP INC,65-Toners/other imaging,1,EA,19
8030298,"INK,BROTHER,LC3037M,MAGENTA",BRTLC3037M,100,SP RICHARDS,14-Inkjet cartridges,1,EA,1
8033327,"INK,CARTRIDGE,HP,966XL,BLACK",3JA04AN#140,3061,HP INC,14-Inkjet cartridges,1,EA,5
803678,"INK,HP65XL,HIGHYIELD,BLK",N9K04AN#140,3061,HP INC,14-Inkjet cartridges,1,EA,13
810581,"INK,HP,PGWD,HIYLD,981X,BLACK",3Q9757,8765,INGRAM MICRO INC,14-Inkjet cartridges,1,EA,3
813701,HP 87A BLACK TONER,CF287A,3061,HP INC,65-Toners/other imaging,1,EA,7
8223050,"CRTDG,LSR,HP 508A,YW",ELI76285,100,SP RICHARDS,65-Toners/other imaging,1,EA,1
8223073,"CRTDG,LSR,HP 508A,MA",ELI76286,100,SP RICHARDS,65-Toners/other imaging,1,EA,2
826957,"INK,HP,PAGEWIDE,981A,MAGENTA",J3M69A,3061,HP INC,14-Inkjet cartridges,1,EA,5
837462,"INK,HP,PGWD,HIYLD,981X,MAGENTA",L0R10A,3061,HP INC,14-Inkjet cartridges,1,EA,1
8399036,"TONER,HP,212X,HY,BLK",W2120X,419894,HP INC,65-Toners/other imaging,1,EA,31
840208,"CARTRIDGE,INKJET,HP BLACK",C6602A,3061,HP INC,14-Inkjet cartridges,1,EA,337
846476,"KIT,MAINTENANCE,HP,P3015,REMN",130-709-ODP,418292,IMAGE PROJECTIONS WEST INC,65-Toners/other imaging,1,EA,1
8513899,"TONER,HP,212X,HY,MGT",W2123X,419894,HP INC,65-Toners/other imaging,1,EA,16
853120,500G RETURN PROGRAM TONER,QV8520,8765,INGRAM MICRO INC,65-Toners/other imaging,1,EA,8
856552,"MICROMICR MICR TNR,HP LJ 4250",MCMMICRTHN42X,100,SP RICHARDS,65-Toners/other imaging,1,EA,1
8575644,"TONER,CARTRDGE,414A,HP,MAGENTA",W2023A,419894,HP INC,65-Toners/other imaging,1,EA,2
865220,"INKROLL,IR-40,2PK,POS PURPLE",11305,479663,IDENTITY GROUP,65-Toners/other imaging,2,PK,3
866113,"TONER,MPS,Q6470AC,HP,BLK",Q6470AC,419894,HP INC,65-Toners/other imaging,1,EA,10
866158,"TONER,MPS,Q7581AC,HP,CYAN",Q7581AC,419894,HP INC,65-Toners/other imaging,1,EA,2
866167,"TONER,MPS,Q7582AC,YELLOW",Q7582AC,419894,HP INC,65-Toners/other imaging,1,EA,1
866176,"TONER,MPS,Q7583AC,HP,MGNTA",Q7583AC,419894,HP INC,65-Toners/other imaging,1,EA,1
866365,"TONER,CE250X,HP,BLACK",CE250X,419894,HP INC,65-Toners/other imaging,1,EA,2
866370,"TONER,CE251A,HP,CYAN",CE251A,419894,HP INC,65-Toners/other imaging,1,EA,1
866540,"TONER,CE253A,HP,MAGENTA",CE253A,419894,HP INC,65-Toners/other imaging,1,EA,1
866545,"TONER,CE252A,HP,YELLOW",CE252A,419894,HP INC,65-Toners/other imaging,1,EA,1
866550,"TONER,HP CE254A,COLLECTION UNT",CE254A,419894,HP INC,65-Toners/other imaging,1,EA,8
869213,"TONER,LJ,507A,HP,CYAN",HEWCE401AG,100,SP RICHARDS,65-Toners/other imaging,1,EA,1
869881,"CARTRIDGE,HP,LJ,C7115X,ULTRA",C7115X,419894,HP INC,65-Toners/other imaging,1,EA,3
871697,"TONER,LJ,507A,HP,BLACK",RM4671,8765,INGRAM MICRO INC,65-Toners/other imaging,1,EA,1
876830,"TONER,LEX E36X/E46X,9K,HY,BLK",E360H11A,6229,LEXMARK INTL INC,65-Toners/other imaging,1,EA,375
876980,"PHOTO KIT,E260/E36X/E46X,30K",E260X22G,6229,LEXMARK INTL INC,65-Toners/other imaging,1,EA,269
877622,"INK.HP,728,130 ML,MATTE BLACK",F9J68A,3061,HP INC,14-Inkjet cartridges,1,EA,3
877723,"TONER,MPS Q5942YC,HP,BLK",Q5942YC,419894,HP INC,65-Toners/other imaging,1,EA,2
878270,"TONER,HP CE505A,BLACK",HEWCE505A,100,SP RICHARDS,65-Toners/other imaging,1,EA,1
882386,"INK,EPSON,T802XL120-S,BLACK",T802XL120-S,1351,EPSON AMERICA INC,14-Inkjet cartridges,1,EA,1
883741,"TONER,HP 81A,ORG LJ,BLACK",CF281A,419894,HP INC,65-Toners/other imaging,1,EA,112
8846654,"INK,BROTHER,LC3037Y,YELLOW",BRTLC3037Y,100,SP RICHARDS,14-Inkjet cartridges,1,EA,1
890427,"CRTDG,CF280A,BK",IBMTG85P7018,100,SP RICHARDS,65-Toners/other imaging,1,EA,1
891139,"INK,PG-240XXL,CANON,BLACK",5204B001,4205,CANON USA INC,14-Inkjet cartridges,1,EA,3
8916234,"TONER,CARTRIDGE,414A,HP,CYAN",W2021A,419894,HP INC,65-Toners/other imaging,1,EA,2
8943293,"TONER,HY,58X,HP,CONTRACT,BLACK",CF258XC,3061,HP INC,65-Toners/other imaging,1,EA,309
896497,"CARTRIDGE,TNR,HP CE264XC,BLK",CE264XC,419894,HP INC,65-Toners/other imaging,1,EA,33
896524,"CARTRIDGE,TNR,HP CF031AC,CYAN",CF031AC,419894,HP INC,65-Toners/other imaging,1,EA,60
896533,"CARTRIDGE,TNR,HP CF032AC,YLW",CF032AC,419894,HP INC,65-Toners/other imaging,1,EA,41
896578,"CARTRIDGE,TNR,HP CF033AC,MGNTA",CF033AC,419894,HP INC,65-Toners/other imaging,1,EA,27
898107,"KIT,MAINTENANCE,110V",R83104,828959,INGRAM MICRO INC,65-Toners/other imaging,1,EA,2
899051,"TONER,HP,37A,LJ,BLACK",CF237A,419894,HP INC,65-Toners/other imaging,1,EA,43
9041039,"TONER,HP,212A,BLK",W2120A,419894,HP INC,65-Toners/other imaging,1,EA,300
904811,"PAPER,WD FRMT,36X500',WE",ICX90750205,976429,ESSENDANT CO,14-Inkjet cartridges,2,CT,1
9140644,"TONER,CRTRDGE,HY,414X,HP,YELLW",W2022X,419894,HP INC,65-Toners/other imaging,1,EA,1
926232,"TONER,LEXMARK E330/E332 HY",34015HA,6229,LEXMARK INTL INC,65-Toners/other imaging,1,EA,2
9281906,"INK,HP,65 CLR/65XL BLK,2PK",6ZD95AN,3061,HP INC,14-Inkjet cartridges,1,EA,1
933878,"TONER,MICR,HY,TROY 401/HP M401",745-80X-ODP,418292,IMAGE PROJECTIONS WEST INC,65-Toners/other imaging,1,EA,57
937944,"CRTDG,DSNJT,HP727,MA,300ML",F9J77A,3061,HP INC,14-Inkjet cartridges,1,EA,6
940250,"TONER,MICR,P4014,4015,4515,BK",MCMMICRTHN64A,100,SP RICHARDS,65-Toners/other imaging,1,EA,1
9403825,110V MNT KIT FOR LASERJET,HEWL0H24A,100,SP RICHARDS,14-Inkjet cartridges,1,EA,1
941619,"INK,EPSON,T802XL-BCS,MULTICLR",T802XL-BCS,1351,EPSON AMERICA INC,14-Inkjet cartridges,1,EA,1
9441741,"TONER,CARTRDGE,HY,414X,HP,CYAN",W2021X,419894,HP INC,65-Toners/other imaging,1,EA,1
9450637,"CRTDG,LSR,MPC6003,CYN,22.5K",RIC841852,100,SP RICHARDS,65-Toners/other imaging,1,EA,2
9478015,"TONER,RMN,HP 655A,LJ M652,BLK",545-450-ODP,418292,IMAGE PROJECTIONS WEST INC,65-Toners/other imaging,1,EA,3
9478101,"TONER,RMN,HP 655A,LJ M652,CYAN",545-451-ODP,418292,IMAGE PROJECTIONS WEST INC,65-Toners/other imaging,1,EA,1
9503761,"TONER,HP,W2122XC,CNTRCT,YLW",W2122XC,419894,HP INC,65-Toners/other imaging,1,EA,12
951206,"TONER,HP,MPS,508X,MAG",CF363XC,419894,HP INC,65-Toners/other imaging,1,EA,20
952589,727 MATTE BLACK INK CARTRIDGE,3A2482,8765,INGRAM MICRO INC,14-Inkjet cartridges,1,EA,4
954444,"TONER,HP,MPS,508X,BLK",CF360XC,419894,HP INC,65-Toners/other imaging,1,EA,30
958944,"DRUM,LEXMARK E232/E33X",12A8302,6229,LEXMARK INTL INC,65-Toners/other imaging,1,EA,5
9684150,"INK,HP,4-PACK,962,CMY,BLK",3JB34AN#140,3061,HP INC,14-Inkjet cartridges,1,EA,17
9705427,"TONER,CARTRIDGE,414A,HP,YELLOW",W2022A,419894,HP INC,65-Toners/other imaging,1,EA,2
975384,"CARTRIDGE,LASER,HP Q5942X",Q5942X,419894,HP INC,65-Toners/other imaging,1,EA,45
9780313,"CRTDG,LSR,MPC6003,BK,33K",RIC841849,100,SP RICHARDS,65-Toners/other imaging,1,EA,2
985757,"TONER,HP,LJ,655A,MAGENTA",CF453A,419894,HP INC,65-Toners/other imaging,1,EA,208
9895656,"INK,HP,64,CL/64XL,BLK,CMB,2PK",3YP23AN#140,3061,HP INC,14-Inkjet cartridges,1,EA,1
9903275,"TONER,HP655A,12.5KPG,BK",NSN6961570,100,SP RICHARDS,77-Military stores,1,EA,2
991546,"TONER,50F1X00,LEXMARK",50F1X00,6229,LEXMARK INTL INC,65-Toners/other imaging,1,EA,2
991582,"UNIT,IMAGING,50F0ZA0,LEXMARK",50F0ZA0,6229,LEXMARK INTL INC,65-Toners/other imaging,1,EA,10
991764,"TONER,HP LJ 126A,BLACK",CE310A,419894,HP INC,65-Toners/other imaging,1,EA,1
992232,"CARTRIDGE,LASERJET,HP Q5949X",Q5949X,1069337,DISTRIBUTION MANAGEMENT INC,65-Toners/other imaging,1,EA,5
993722,"TONER,HP,CF410XC,BLK",CF410XC,419894,HP INC,65-Toners/other imaging,1,EA,7
9948314,"TONER,HP,90A,BLACK,2 PK",CE390A2PK-OD,1069337,DISTRIBUTION MANAGEMENT INC,65-Toners/other imaging,1,EA,1
995889,"TONER,M402,M426,MICR,3100YIELD",TRS0281575001,8471,ESSENDANT CO,65-Toners/other imaging,1,EA,2
996227,"TONER,REPL,HP,827A,BK",200797,460088,CLOVER IMAGING GROUP LLC,65-Toners/other imaging,1,EA,2
998987,"CRTDG,DSNJT,HP727,YW,300ML",3A4094,8765,INGRAM MICRO INC,14-Inkjet cartridges,1,EA,6
999024,"INK.HP,728,130 ML,CYAN",3A4688,8765,INGRAM MICRO INC,14-Inkjet cartridges,1,EA,3
